지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22106,2015-01-06 08:00,13.4,307,15.5,1005.2,73,8.7,13.2,1.9,1.5,1,7.1,117
22106,2015-01-06 09:00,12.2,295,15.3,1005.2,72,8.5,13.1,2.3,1.5,1.1,7.1,114
22106,2015-01-06 10:00,11.8,307,15.2,1007.4,68,7.9,13.1,2.1,1.2,.9,4,260
22106,2015-01-06 11:00,14.5,308,15,1008,64,7.7,13.2,2.4,1.3,.9,4.6,255
22106,2015-01-06 12:00,15.3,307,15.7,1008.1,58,7.5,13.2,2.4,1.4,1,4.3,252
22106,2015-01-06 13:00,12.3,304,12.9,1007.8,53,7.5,13.2,2.2,1.4,1,4.6,272
22106,2015-01-06 14:00,8.4,295,11.5,1008.3,50,7.7,13.2,2.4,1.5,1.1,4.6,253
22106,2015-01-06 15:00,8.6,303,11.6,1008.7,45,8,13.3,2.6,1.6,1.1,7.1,338
22106,2015-01-06 16:00,7.7,7,8.9,1009.8,56,7.5,13.2,2.6,1.8,1.3,7.1,338
22106,2015-01-06 17:00,8.3,18,10,,59,7.2,13.1,3.7,2.2,1.6,8,347
22106,2015-01-06 18:00,6.4,2,8,1012.2,59,6.5,13,3.5,2.2,1.6,8,349
22106,2015-01-06 19:00,9.4,301,11,1012,47,6.4,13,3.2,2.1,1.5,9.1,339
22106,2015-01-06 20:00,9.5,304,11.5,1012.3,48,5.5,12.9,2.9,1.9,1.4,8,342
22106,2015-01-06 21:00,11.5,296,12.8,1012.6,49,4.4,12.8,2.7,1.7,1.2,5.8,343
22106,2015-01-06 22:00,12.2,308,12.5,1012.7,51,4.1,12.7,2.9,1.8,1.3,7.1,354
22106,2015-01-06 23:00,10.4,310,12.9,1012.8,52,3.9,12.7,3.1,2.2,1.6,8,1
22106,2015-01-07 00:00,10.3,313,11.7,1013.2,50,3.2,12.7,4.8,3,2.2,9.1,360
22106,2015-01-07 01:00,12.5,312,13,1012.9,54,3,12.6,7.1,3.7,2.6,9.1,346
22106,2015-01-07 02:00,11,310,13.7,1013.7,58,2.3,13.1,4.4,3.1,2.2,8,342
22106,2015-01-07 03:00,13.2,308,13.6,1014.4,57,1.8,13.3,4,2.6,1.8,8,336
22106,2015-01-07 04:00,12.6,315,14.1,1014.3,58,2.1,13.2,4.4,2.7,1.9,8,337
22106,2015-01-07 05:00,11.3,303,11.7,1014.3,60,1.2,13.1,3.8,2.4,1.7,9.1,343
22106,2015-01-07 06:00,11.9,305,12.3,1014.2,59,1.4,12.7,4.2,2.3,1.6,9.1,351
22106,2015-01-07 07:00,10.4,290,11.2,1015.3,58,.6,12.7,4.1,2.9,2,9.1,348
22106,2015-01-07 08:00,10.9,299,11.2,1016,62,-.2,12.6,4.2,2.4,1.7,9.1,1
22106,2015-01-07 09:00,11.3,304,13.6,1016,62,-.6,12.8,4.9,2.4,1.7,9.1,357
22106,2015-01-07 10:00,9.2,322,10,1017,65,.9,12.8,3.6,2.4,1.7,9.1,345
22106,2015-01-07 11:00,8.2,323,10.3,1017.7,57,1.1,12.9,3.5,2.4,1.7,9.1,1
22106,2015-01-07 12:00,8.1,330,8.7,1017.8,59,1.6,12.9,3.4,2.3,1.6,8,357
22106,2015-01-07 13:00,6.5,331,7.7,1017.3,61,2.1,12.9,3.8,2.2,1.5,8,1
22106,2015-01-07 14:00,7.7,327,8.8,1016.8,58,2,12.9,3.8,2.4,1.7,8,357
22106,2015-01-07 15:00,6.3,333,8.3,1017.1,53,2.7,12.9,3.5,2.2,1.6,8,1
22106,2015-01-07 16:00,6.7,338,7.2,1017.6,47,2.9,12.8,3.8,2.4,1.7,8,5
22106,2015-01-07 17:00,5,323,7,1018.5,47,3.1,12.8,3.5,2.1,1.5,9.1,358
22106,2015-01-07 18:00,4.9,333,5.9,1019.3,47,3.5,12.8,3.4,2,1.4,8,4
22106,2015-01-07 19:00,3.6,351,5,1020,49,3.5,12.7,3.2,2.1,1.5,8,2
22106,2015-01-07 20:00,6.1,307,7.5,1019.9,52,3.1,12.7,3.2,2.3,1.6,8,7
22106,2015-01-07 21:00,5.7,322,10.4,1020.4,49,2.9,12.8,3.3,2.1,1.5,8,356
22106,2015-01-07 22:00,3.1,331,5.5,1020.9,48,3.2,12.8,3.7,1.9,1.3,9.1,7
22106,2015-01-07 23:00,6.4,312,8.5,1020.6,55,3.1,12.7,3.4,2.2,1.6,7.1,353
22106,2015-01-08 00:00,7.1,319,9.2,1020.7,51,2.8,12.8,3.9,2.3,1.6,9.1,354
22106,2015-01-08 01:00,5.6,303,8.3,1020.7,57,3,12.8,3.9,2.7,1.9,9.1,351
22106,2015-01-08 02:00,7.2,310,8.6,1020.7,58,3.1,12.8,3.7,2.2,1.6,9.1,347
22106,2015-01-08 03:00,7.4,313,9.7,1021.2,59,3.5,12.8,3.5,2.5,1.8,9.1,357
22106,2015-01-08 04:00,6.4,309,8.5,1021.1,58,2.6,12.8,4,2.5,1.7,8,357
22106,2015-01-08 05:00,7.1,305,9.7,1021.2,61,2.8,12.8,3.7,2.4,1.7,9.1,352
22106,2015-01-08 06:00,8.4,302,10.3,1021.1,64,2.3,12.8,3.5,2.3,1.6,8,354
22106,2015-01-08 07:00,9.2,306,9.8,1021.5,58,1.6,12.8,3.9,2.3,1.7,9.1,350
22106,2015-01-08 08:00,9.5,305,10.3,1021.8,57,1.8,12.8,4.2,2.4,1.7,8,350
22106,2015-01-08 09:00,8.9,292,10.8,1022.5,61,1.4,12.8,3.6,2.3,1.7,9.1,356
22106,2015-01-08 10:00,10.7,294,11.2,1023.2,61,1.6,12.8,3.6,2.1,1.5,8,3
22106,2015-01-08 11:00,7.5,290,11.9,1023,51,1.3,12.8,4.1,2.6,1.8,9.1,358
22106,2015-01-08 12:00,8.3,296,10.8,1022.1,51,.9,12.8,3.9,2.3,1.7,8,360
22106,2015-01-08 13:00,10.4,289,10.7,1021.1,47,1.3,12.8,3.3,2.3,1.6,9.1,356
22106,2015-01-08 14:00,6.6,294,7.8,1020.4,39,2.2,12.8,3.7,2.3,1.6,9.1,2
22106,2015-01-08 15:00,4.1,312,7.4,1020.2,34,3.5,12.8,4.1,2.5,1.8,8,4
22106,2015-01-08 16:00,7.5,318,8.2,1020.6,41,4.5,12.8,3.4,2,1.4,8,3
22106,2015-01-08 17:00,6.2,316,7.4,1021.1,39,4.7,12.8,4,2.4,1.7,9.1,357
22106,2015-01-08 18:00,7.4,315,10.2,1020.8,41,4.8,12.8,3.9,2.6,1.9,9.1,354
22106,2015-01-08 19:00,8.2,299,9.4,1021.1,42,5,12.8,3.8,2.5,1.8,9.1,355
22106,2015-01-08 20:00,9.4,304,10.4,1021.6,48,5,12.8,4.3,2.4,1.7,9.1,1
22106,2015-01-08 21:00,10.3,305,11.8,1021.5,42,4.1,12.8,4.8,2.6,1.9,12.8,11
22106,2015-01-08 22:00,8.4,306,11.5,1021.1,50,3.9,12.7,5.2,2.8,2,10.7,7
22106,2015-01-08 23:00,8.9,301,10.5,1021.1,48,3.7,12.7,5.1,3.2,2.3,10.7,4
22106,2015-01-09 00:00,8,303,10.7,1021.3,51,3.2,12.6,4,3,2.1,12.8,7
22106,2015-01-09 01:00,11.3,303,11.7,1021.1,49,3.2,12.7,5.6,3,2.1,12.8,9
22106,2015-01-09 02:00,9.7,307,11,1021.2,51,3,12.7,5.1,3.1,2.2,12.8,5
22106,2015-01-09 03:00,8.5,310,11.6,1021.4,53,3.3,12.7,4.8,3.1,2.2,9.1,357
22106,2015-01-09 04:00,9.2,303,9.5,1021.6,56,3.3,12.6,5.2,3.1,2.2,10.7,1
22106,2015-01-09 05:00,10.3,307,10.6,1021.4,55,3.3,12.6,5.4,3.8,2.7,9.1,351
22106,2015-01-09 06:00,14.1,306,14.7,1021.3,53,2.5,12.6,4.7,3.1,2.2,9.1,356
22106,2015-01-09 07:00,10.1,300,13.4,1021.9,58,2.2,12.6,4.6,2.9,2.1,10.7,356
22106,2015-01-09 08:00,13.1,301,13.9,1021.5,59,2,12.6,4.4,2.7,1.9,10.7,7
22106,2015-01-09 09:00,9.8,300,12.2,1022.2,58,2.4,12.6,4.9,3.4,2.4,12.8,14
22106,2015-01-09 10:00,11.2,307,12.5,1021.8,54,2.4,12.7,4.9,2.9,2,12.8,360
22106,2015-01-09 11:00,12.7,301,13,1022,52,2.4,12.7,3.9,2.9,2.1,10.7,9
22106,2015-01-09 12:00,8.6,297,14.7,1020.9,46,3.4,12.7,4.4,2.9,2.1,9.1,1
22106,2015-01-09 13:00,14.5,292,15,1020.2,47,3.9,12.6,3.8,3,2.1,10.7,5
22106,2015-01-09 14:00,8.4,292,12.7,1020,42,4.4,12.7,4.4,2.8,2,10.7,5
22106,2015-01-09 15:00,9.3,297,12.6,1019.6,39,5.1,12.7,4.1,2.2,1.6,9.1,357
22106,2015-01-09 16:00,6.5,310,8.6,1020.5,38,5.5,12.8,3.6,2.3,1.6,9.1,8
22106,2015-01-09 17:00,5.7,299,7.4,1020.6,43,5.8,12.8,3.4,2.2,1.6,12.8,357
22106,2015-01-09 18:00,11.2,307,11.6,1020,48,6.1,12.7,3.9,2.4,1.7,10.7,356
22106,2015-01-09 19:00,8.9,305,11.4,1020.5,49,5.4,12.7,4.4,2.5,1.8,9.1,6
22106,2015-01-09 20:00,11.3,298,12.7,1020.2,47,4.7,12.7,4,2.5,1.8,9.1,359
22106,2015-01-09 21:00,11.6,302,12.2,1020.5,49,4.6,12.7,4.4,2.4,1.7,9.1,7
22106,2015-01-09 22:00,12.6,302,13,1019.9,57,4.3,12.6,4.8,2.9,2.1,10.7,4
22106,2015-01-09 23:00,9.9,304,11.1,1019.9,48,3.9,12.6,3.3,2.3,1.6,9.1,359
22106,2015-01-10 00:00,10.6,307,12.2,1019.6,60,4.1,12.7,3.8,2.3,1.7,8,3
22106,2015-01-10 01:00,10.5,305,13.8,1020,54,3.8,12.7,4.3,2.5,1.8,9.1,2
22106,2015-01-10 02:00,12.7,298,14,1019.2,58,3.8,12.7,4.1,2.7,1.9,9.1,356
22106,2015-01-10 03:00,10.9,303,13.4,1019.9,56,4,12.7,4,2.5,1.8,10.7,352
22106,2015-01-10 04:00,8,309,12.7,1020.3,62,4,12.7,3.9,2.4,1.7,8,1
22106,2015-01-10 05:00,9.4,313,12.6,1020.1,52,3.8,12.7,3.7,2.5,1.7,8,354
22106,2015-01-10 06:00,8.3,305,12.7,1020,53,4.1,12.7,3.5,2.3,1.6,9.1,0
22106,2015-01-10 07:00,11.8,302,12.4,1019.8,56,3.8,12.6,3.7,2.2,1.6,10.7,3
22106,2015-01-10 08:00,10.4,299,10.9,1020.4,55,3.8,12.6,3.4,2.1,1.5,9.1,359
22106,2015-01-10 09:00,9.6,294,12.2,1021,59,3,12.6,3.5,2.3,1.7,9.1,16
22106,2015-01-10 10:00,9.7,302,10.7,1022.1,51,2.9,12.4,3,1.8,1.3,8,350
22106,2015-01-10 11:00,7.3,293,11.1,1022,48,3.4,12.3,3,1.9,1.4,10.7,2
22106,2015-01-10 12:00,11.1,300,11.5,1020.7,49,4.5,12.4,2.7,1.8,1.3,9.1,360
22106,2015-01-10 13:00,10.1,296,12.5,1019.7,43,5,12.3,2.4,1.5,1.1,10.7,350
22106,2015-01-10 14:00,9.9,289,11.2,1019.6,40,5.4,12.4,2.4,1.7,1.2,8,354
22106,2015-01-10 15:00,9.4,291,10.4,1019.8,36,6.4,12.5,2.5,1.5,1.1,8,12
22106,2015-01-10 16:00,8.8,293,10.4,1019.7,37,6.6,12.5,2.5,1.8,1.3,8,349
22106,2015-01-10 17:00,7.2,287,9.1,1019.8,31,7,12.5,2.6,1.9,1.3,10.7,355
22106,2015-01-10 18:00,8.1,279,8.9,1020.5,38,7.3,12.6,2.7,1.8,1.3,7.1,355
22106,2015-01-10 19:00,7.6,289,8.3,1021.2,31,7,12.6,2.6,1.8,1.3,10.7,1
22106,2015-01-10 20:00,10.1,291,11.4,1021,38,6.7,12.7,2.7,1.5,1.1,6.4,349
22106,2015-01-10 21:00,6.7,286,8.9,1020.8,42,6.3,12.7,2.5,1.6,1.1,8,6
22106,2015-01-10 22:00,9.3,290,12.8,1020.7,48,6.2,12.7,2.2,1.4,1,8,2
22106,2015-01-10 23:00,8.3,287,11.4,1020.6,47,5.7,12.7,2.1,1.4,1,8,3
22106,2015-01-11 00:00,7,285,8.4,1020.9,48,5.4,12.7,1.9,1.3,.9,8,357
22106,2015-01-11 01:00,7.3,281,8.5,1020.5,55,5.2,12.7,2.2,1.4,1,10.7,14
22106,2015-01-11 02:00,8.7,273,9.1,1020.1,52,5.1,12.6,2.6,1.5,1,7.1,1
22106,2015-01-11 03:00,4.5,264,6.5,1020.2,53,5,12.6,1.5,1.1,.8,9.1,11
22106,2015-01-11 04:00,5.3,292,7.1,1019.7,54,4.8,12.5,1.8,1.1,.8,9.1,15
22106,2015-01-11 05:00,5.2,262,6.2,1019.4,52,4.6,12.5,1.7,1.2,.9,9.1,8
22106,2015-01-11 06:00,4.7,262,5.7,1019,53,4.9,12.5,1.8,1.1,.8,9.1,4
22106,2015-01-11 07:00,6.1,246,8,1018.5,57,5.1,12.5,2.3,1.2,.8,9.1,3
22106,2015-01-11 08:00,10.4,240,10.7,1018.1,52,5.7,12.5,2,1.2,.9,7.1,3
22106,2015-01-11 09:00,11.7,273,12,1017.7,62,6.1,12.5,2.3,1.2,.8,7.1,0
22106,2015-01-11 10:00,12.9,284,13.3,1018.4,63,6.1,12.6,2.1,1.4,1,7.1,349
22106,2015-01-11 11:00,11.8,291,12.1,1018.5,61,6.7,12.8,2.6,1.5,1,3.6,195
22106,2015-01-11 12:00,8.2,305,10.4,1018.3,58,6.8,12.9,2.1,1.4,1,7.1,358
22106,2015-01-11 13:00,10.6,305,14.3,1017.3,49,7.1,12.8,2.5,1.5,1.1,7.1,343
22106,2015-01-11 14:00,11.4,318,11.8,1017.3,50,7.1,12.5,2.4,1.5,1,4.6,251
22106,2015-01-11 15:00,10.6,312,11.8,1018.2,39,6.7,12.5,2.1,1.4,1,4.6,235
22106,2015-01-11 16:00,7.2,316,8.3,1019.7,37,6.5,12.5,2.1,1.3,.9,4.3,268
22106,2015-01-11 17:00,7.1,316,9.8,1020.3,40,7.1,12.5,4.8,3,2.1,8,353
22106,2015-01-11 18:00,6.8,359,8.1,1021.7,77,4.6,12.5,3.8,2.5,1.8,8,351
22106,2015-01-11 19:00,7.5,356,10.3,1022.1,74,5.3,12.6,4.1,2.7,1.9,8,344
22106,2015-01-11 20:00,9.8,308,11.1,1022.4,41,5.7,12.7,3,2,1.4,5.8,333
22106,2015-01-11 21:00,9.8,311,12.2,1023,47,5.1,12.8,3.9,2.4,1.7,8,339
22106,2015-01-11 22:00,9.3,311,11.6,1023.3,51,4.7,12.9,4.4,2.7,1.9,8,341
22106,2015-01-11 23:00,11.4,309,12.3,1024.2,52,4,13.1,3.6,2.1,1.5,8,344
22106,2015-01-12 00:00,8.5,325,11.8,1024.3,58,4.1,13.2,3.4,2.3,1.6,8,344
22106,2015-01-12 01:00,11,317,11.3,1024.7,56,3.3,13.1,3.2,2,1.4,8,334
22106,2015-01-12 02:00,9.3,323,9.7,1026.2,54,3.2,13,3.1,2,1.4,7.1,346
22106,2015-01-12 03:00,9.7,339,10.1,1027.2,49,3.6,12.9,4,2.2,1.6,8,346
22106,2015-01-12 04:00,11.8,344,12.6,1027.2,50,3.3,12.7,3.5,2.1,1.5,8,349
22106,2015-01-12 05:00,9.4,341,10,1028,60,3.6,12.6,4.3,2.5,1.8,8,346
22106,2015-01-12 06:00,9.8,344,10.3,1028.7,60,3.3,12.6,4.5,2.9,2,8,338
22106,2015-01-12 07:00,8.6,353,10.5,1029.6,64,3.7,12.6,4.7,3.4,2.4,8,346
22106,2015-01-12 08:00,10.1,354,10.5,1030,66,4.1,12.5,4.6,3.1,2.2,8,350
22106,2015-01-12 09:00,13.2,3,13.7,1030.8,66,4.5,12.6,4.5,3.2,2.3,8,341
22106,2015-01-12 10:00,11.5,4,13.1,1031.6,65,4.7,12.8,5.3,2.6,1.8,9.1,350
22106,2015-01-12 11:00,9.1,5,9.6,1033.2,68,4.4,13.1,4.4,3.1,2.2,8,346
22106,2015-01-12 12:00,6.9,12,9.6,1032.8,70,4.7,13.3,4.6,2.7,1.9,8,346
22106,2015-01-12 13:00,7.9,14,11.3,1032.3,72,5.3,13.4,4.9,2.9,2,9.1,348
22106,2015-01-12 14:00,9.6,18,11,1032.4,66,5.4,13.4,4.6,3.1,2.2,8,355
22106,2015-01-12 15:00,8.1,2,8.4,1032.9,67,5.8,13.4,5.2,3.2,2.3,8,358
22106,2015-01-12 16:00,5.6,16,9.1,1033.3,65,5.8,13.3,5.1,2.8,2,9.1,7
22106,2015-01-12 17:00,7.2,358,8.9,1033.8,66,5.2,13.3,5.2,2.7,1.9,9.1,354
22106,2015-01-12 18:00,6,17,6.6,1033.6,56,5.8,13.3,4.2,2.7,1.9,8,5
22106,2015-01-12 19:00,4.7,34,5.6,1034,50,6,13.4,3.9,2.7,1.9,10.7,5
22106,2015-01-12 20:00,5.5,67,6.1,1034,50,5.8,13.5,3.6,2.6,1.8,9.1,1
22106,2015-01-12 21:00,4.2,61,5.2,1033.9,54,6,13.4,3.6,2.3,1.6,9.1,355
22106,2015-01-12 22:00,3.9,79,4.7,1034.4,53,5.9,13.4,4.3,2.7,1.9,9.1,9
22106,2015-01-12 23:00,1.8,50,2.7,1035,51,5.9,13.6,3.5,2.5,1.7,9.1,359
22106,2015-01-13 00:00,2,338,3.3,1034.6,51,6.2,13.7,4.4,2.2,1.6,9.1,1
22106,2015-01-13 01:00,4.8,346,5,1033.9,60,6.2,13.7,4.2,2.5,1.8,9.1,360
22106,2015-01-13 02:00,4.3,346,5,1034,60,6.3,13.8,4,2.3,1.6,8,349
22106,2015-01-13 03:00,5.7,317,6.2,1034.7,62,6.1,13.8,4.6,2.3,1.6,9.1,349
22106,2015-01-13 04:00,3.4,313,4.9,1035.1,62,5.8,13.8,3.9,2.3,1.7,8,351
22106,2015-01-13 05:00,4.3,279,5.4,1034.7,59,5.9,13.8,3.4,2.5,1.7,9.1,345
22106,2015-01-13 06:00,3.5,283,5.2,1034.2,59,5.8,13.8,3.5,2.5,1.7,8,354
22106,2015-01-13 07:00,2.2,255,4.3,1034.7,61,6,13.8,2.9,2,1.4,8,348
22106,2015-01-13 08:00,3.6,249,5.8,1034.5,61,6.2,13.8,3.5,2.4,1.7,9.1,5
22106,2015-01-13 09:00,7.4,258,9.9,1034.9,56,6.5,13.8,3.1,1.9,1.3,8,350
22106,2015-01-13 10:00,6.3,248,7.6,1035.2,57,6.4,13.9,2.9,1.8,1.3,8,356
22106,2015-01-13 11:00,5.3,246,6,1035.2,55,6.2,13.9,2.5,1.7,1.2,9.1,3
22106,2015-01-13 12:00,7.7,240,8.9,1034.6,50,6.8,13.9,2.6,1.8,1.3,8,0
22106,2015-01-13 13:00,6,236,6.7,1033.5,48,6.9,13.8,2.5,1.5,1.1,8,4
22106,2015-01-13 14:00,6.7,227,7.4,1032.2,46,7.2,13.7,2.6,1.6,1.1,10.7,11
22106,2015-01-13 15:00,4.8,217,4.9,1031.8,42,7.5,13.6,2.1,1.2,.9,9.1,17
22106,2015-01-13 16:00,5.8,218,6,1031.9,41,8.2,13.2,2,1.3,.9,8,49
22106,2015-01-13 17:00,3.5,206,4.9,1031.5,51,8.3,12.6,2,1.2,.8,9.1,25
22106,2015-01-13 18:00,4.5,195,5.9,1031.6,55,8.2,13.4,2,1.3,1,10.7,16
22106,2015-01-13 19:00,6.4,192,6.8,1031.8,57,8.3,13.6,1.9,1.3,1,8,357
22106,2015-01-13 20:00,6.6,203,8.5,1031.8,56,8.6,13.6,2.4,1.4,1,10.7,17
22106,2015-01-13 21:00,6.5,208,8.2,1031.6,60,8.9,13.6,2.1,1.4,1,10.7,29
22106,2015-01-13 22:00,4.4,227,5.6,1031.6,46,8.7,13.5,1.9,1.4,1,9.1,19
22106,2015-01-13 23:00,6.3,218,7.2,1030.5,47,8.5,13.5,2.1,1.3,1,9.1,11
22106,2015-01-14 00:00,6.4,233,6.8,1030.4,41,8.6,13.2,2.3,1.3,.9,9.1,23
22106,2015-01-14 01:00,6.2,226,7.1,1029.9,47,8.7,12.8,2.7,1.3,.9,10.7,358
22106,2015-01-14 02:00,7.2,236,7.7,1029.4,52,8.1,13.2,2,1.2,.9,9.1,360
22106,2015-01-14 03:00,6,234,7.9,1029.2,48,8.3,13.4,2,1.4,1,9.1,6
22106,2015-01-14 04:00,5.5,237,7.6,1028.9,51,8.2,13.5,1.7,1.1,.8,9.1,16
22106,2015-01-14 05:00,4.8,235,5.8,1028.5,55,8.1,13.4,1.3,.9,.7,8,354
22106,2015-01-14 06:00,8,233,8.4,1028.3,55,7.9,13.1,1.8,1,.7,8,11
22106,2015-01-14 07:00,5.5,237,6.8,1027.8,55,8.2,13.1,1.5,1,.7,8,12
22106,2015-01-14 08:00,6,241,7.1,1028.6,51,8.1,13.3,1.6,1,.7,9.1,18
22106,2015-01-14 09:00,5.8,242,9.5,1028.4,50,8.2,13.4,1.5,.9,.6,8,357
22106,2015-01-14 10:00,4.7,253,5.8,1027.8,53,8,13.3,1.3,.9,.6,9.1,41
22106,2015-01-14 11:00,4.5,330,5.6,1026.2,53,8.2,13.2,1.2,.8,.5,8,17
22106,2015-01-14 12:00,1.5,278,2.1,1027.3,47,8.3,12.7,1.3,.8,.6,9.1,17
22106,2015-01-14 13:00,.7,182,1.5,1025.7,47,8.4,12.8,1.2,.8,.6,9.1,25
22106,2015-01-14 14:00,4.6,179,4.8,1024.7,48,8.6,12.7,1.2,.7,.5,9.1,30
22106,2015-01-14 15:00,4.1,222,4.2,1024.2,45,8.4,12.8,1.1,.7,.5,9.1,27
22106,2015-01-14 16:00,3.7,226,4.4,1024.5,56,8.1,13,1,.6,.4,8,26
22106,2015-01-14 17:00,1.7,256,2.9,1024.8,61,7.9,12.7,1.2,.7,.5,8,27
22106,2015-01-14 18:00,3.5,172,3.8,1024.4,67,7.8,12.4,1.2,.7,.5,8,34
22106,2015-01-14 19:00,.1,276,.9,1024.4,73,7.3,12.4,1.2,.7,.5,8,16
22106,2015-01-14 20:00,.9,136,.9,1024.1,74,7.6,12.7,1.1,.6,.4,7.1,14
22106,2015-01-14 21:00,1.8,1,2.5,1023.8,69,8.1,13.2,1.2,.7,.5,8,32
22106,2015-01-14 22:00,4.7,24,4.9,1022.8,62,8.9,13.1,1.1,.7,.5,7.1,17
22106,2015-01-14 23:00,5,19,6.8,1022,60,9.4,12.8,1.2,.7,.5,8,18
22106,2015-01-15 00:00,6.9,37,9.6,1021.6,74,10,12.6,1.1,.7,.5,8,5
22106,2015-01-15 01:00,8.1,14,12.3,1020.5,79,9.4,12.5,1.9,1.2,.9,4.6,312
22106,2015-01-15 02:00,12,10,13.5,1020.3,80,9.3,12.4,2.8,1.9,1.4,5.8,315
22106,2015-01-15 03:00,11.2,14,13.3,1019.9,78,9.2,12.3,2.8,1.8,1.3,6.4,323
22106,2015-01-15 04:00,10.2,13,12.8,1019.4,82,9.4,12.3,2.7,1.8,1.3,5.8,321
22106,2015-01-15 05:00,12.8,7,14.6,1018.6,81,9.2,12.3,3.4,1.9,1.4,6.4,334
22106,2015-01-15 06:00,11.2,5,14.3,1017.7,82,8.8,12.2,2.9,1.7,1.2,5.8,308
22106,2015-01-15 07:00,12,6,12.8,1017.5,81,9,12.1,3.5,2.3,1.6,6.4,327
22106,2015-01-15 08:00,11.3,7,13.4,1017.3,83,9.1,12.2,3.2,2.2,1.5,6.4,324
22106,2015-01-15 09:00,11.3,354,13.7,1017.3,87,9.1,12.2,4.6,2.5,1.7,6.4,318
22106,2015-01-15 10:00,11.8,5,12.6,1018.9,83,9.6,12.1,4.1,2.3,1.6,5.8,305
22106,2015-01-15 11:00,11.7,8,15.7,1018.5,87,8.7,12,3.4,2.2,1.6,5.8,296
22106,2015-01-15 12:00,15.3,358,17.2,1018.2,87,8,12,4.1,2.8,2,6.4,281
22106,2015-01-15 13:00,13.7,9,16.6,1018.1,79,7.7,11.9,4.4,2.5,1.8,7.1,312
22106,2015-01-15 14:00,13.7,15,14.1,1018.9,79,7.6,11.9,4.5,2.9,2,7.1,323
22106,2015-01-15 15:00,10.2,12,12.3,1019,77,8.2,11.9,5.3,3.1,2.2,8,329
22106,2015-01-15 16:00,9.4,7,10.9,1020,75,8,12,4.3,2.9,2,8,349
22106,2015-01-15 17:00,9.6,24,10.7,1020.6,71,8,12.1,4.8,3.2,2.3,8,2
22106,2015-01-15 18:00,10,26,10.5,1020.7,74,8,12.1,4.1,2.7,1.9,8,354
22106,2015-01-15 19:00,7.4,19,9.8,1021.2,71,8.2,12.1,3.8,2.4,1.7,8,347
22106,2015-01-15 20:00,6.5,15,7.8,1021.7,73,8.3,12.2,4,2.2,1.6,7.1,350
22106,2015-01-15 21:00,7,23,8.7,1021.6,70,8.3,12.2,3.3,2.1,1.5,7.1,356
22106,2015-01-15 22:00,7.1,26,7.4,1022,70,8.4,12.3,2.9,1.9,1.4,7.1,352
22106,2015-01-15 23:00,5.5,10,7.4,1022.4,72,8.4,12.3,3.8,2,1.4,7.1,360
